X1,X2,y
-0.211274157,1.194953064,0
0.649775415,-0.116269252,1
0.119547873,0.294046646,1
-0.155956269,0.944896409,0
-0.302480177,0.190050718,1
1.205716246,-0.562022661,1
0.931094108,0.411259441,0
2.220241256,0.644058366,1
1.347084403,0.088321317,0
0.350961836,-0.622255346,1
0.038001469,0.806106965,0
0.952384151,0.579497876,0
-0.557591095,0.438238769,0
0.372988624,0.118729835,1
0.191857172,0.970180153,0
0.65856461,-0.487428419,1
0.199619378,-0.116935824,1
0.298098219,-0.429379689,1
1.017298417,-0.462526026,1
0.292824048,0.762701334,0
0.22020068,-0.13253101,1
2.052540363,0.170243429,1
1.404447753,-0.439273498,1
-0.229113604,0.447278284,1
0.233234769,0.536702234,1
-0.933550852,-0.151141831,0
-0.877180744,0.762166815,0
0.807953956,-0.516009328,1
-0.169305657,1.024982335,0
0.708488959,0.016557905,0
1.901132303,0.161811075,1
1.550501973,-0.227696268,1
1.950909424,0.151811724,1
0.909435527,0.583474242,0
1.908638197,-0.093721857,1
-0.905316363,-0.027714567,0
0.96647002,0.650348682,0
0.712029626,-0.834061479,1
-1.095313466,0.333610706,0
2.291248841,0.466546569,1
1.943554609,-0.034159064,1
0.189570057,0.325452689,1
-0.224165542,0.813875552,0
-0.132570685,0.542008585,1
1.189163438,-0.380556058,1
0.726003656,-0.21417377,1
0.493422294,-0.140037329,1
-0.836537942,0.342895037,0
-0.255448079,1.291340632,0
2.122123292,0.456446328,1
-0.098839519,1.17942131,0
1.109985052,0.763915463,0
1.638220823,-0.119171215,1
1.025464911,0.194271969,0
0.521580079,0.645365542,0
-0.496439,0.745516573,0
0.46404196,0.124120205,1
2.178049816,-0.056801645,1
0.618494334,-0.114512872,1
0.755647301,0.752265216,0
-0.463293337,0.521421474,0
-0.538370229,1.007632765,0
0.444555292,0.92685341,0
0.631187529,-0.077532778,0
1.88849615,0.071452084,1
0.301091304,-0.318482435,1
0.632923646,0.712235027,0
0.152107063,0.234481205,1
0.256953285,-0.242196186,1
0.913648753,-0.42329144,1
